MSZoning,LotFrontage,LotArea,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
RL,Other,9187,Other,1Story,6,1983,1983,TA,TA,No,ALQ,336,Unf,0,748,1084,1080,0,0,0,1,1,3,1,5,0,Attchd,2,484,WD,Normal,134000
RL,Other,10594,Other,Other,5,1926,1950,TA,TA,No,Unf,0,Unf,0,768,768,789,0,0,0,1,0,2,1,5,0,Detchd,1,200,WD,Normal,96500
RL,Other,12220,Other,1Story,Other,2009,2009,Ex,Ex,No,GLQ,1436,Unf,0,570,2006,2020,0,1,0,2,1,3,1,9,1,Attchd,3,900,New,Partial,402861
RL,80,10448,Other,Other,6,1972,1972,TA,TA,No,Unf,0,Unf,0,689,689,1378,741,0,0,2,1,3,1,7,1,Attchd,2,583,COD,Abnorml,158000
RL,Other,10208,Other,2Story,7,1996,1997,Gd,Gd,No,Unf,0,Unf,0,1264,1264,1277,1067,0,0,2,1,3,1,7,1,Attchd,3,889,WD,Normal,265000
RL,70,9531,CollgCr,2Story,6,1998,1998,TA,Gd,Mn,GLQ,706,Unf,0,88,794,882,914,1,0,2,1,3,1,7,0,Attchd,2,546,WD,Normal,211000
RL,Other,10918,Other,2Story,7,1926,2004,Gd,Gd,No,Unf,0,Unf,0,1276,1276,1276,804,0,0,1,1,3,1,9,2,Detchd,1,282,WD,Normal,234000
RL,60,10800,OldTown,2Story,Other,1900,2000,TA,None,None,None,0,None,0,0,0,694,600,0,0,2,0,3,2,7,0,None,0,0,WD,Normal,106250
RL,Other,11988,NAmes,1Story,6,1957,1957,TA,TA,No,Rec,777,Unf,0,467,1244,1244,0,0,0,1,1,3,1,6,2,Attchd,1,336,WD,Normal,150000
RM,Other,5000,Other,Other,6,1947,1950,TA,TA,No,ALQ,399,Unf,0,605,1004,1004,660,0,0,2,0,3,1,7,2,Detchd,2,420,WD,Normal,159000
RL,Other,40094,Edwards,2Story,Other,2007,2008,Ex,Ex,Gd,GLQ,2260,Unf,0,878,3138,3138,1538,1,0,3,1,3,1,11,1,BuiltIn,3,884,New,Partial,184750
RL,Other,11787,Other,2Story,7,1996,1997,Gd,Gd,No,GLQ,719,Unf,0,660,1379,1383,1015,1,0,2,1,3,1,8,1,Attchd,3,834,WD,Normal,315750
FV,Other,7500,Other,1Story,7,2005,2005,Gd,Gd,No,Unf,0,Unf,0,1257,1257,1266,0,0,0,2,0,3,1,6,1,Attchd,2,453,WD,Normal,176000
RL,70,13300,NAmes,1Story,5,1956,2000,TA,Gd,No,Rec,377,Unf,0,551,928,928,0,0,0,1,0,2,1,4,0,Attchd,1,252,WD,Normal,132000
RL,Other,14948,Other,2Story,Other,2008,2008,Ex,Ex,Av,GLQ,1330,Unf,0,122,1452,1476,1237,1,0,2,1,3,1,11,1,Attchd,3,858,New,Partial,446261
RL,Other,9098,Edwards,1Story,Other,1920,2002,TA,TA,Mn,ALQ,348,Unf,0,180,528,605,0,1,0,1,0,2,1,5,0,None,0,0,WD,Normal,86000
RL,Other,32668,Other,1Story,6,1957,1975,Gd,TA,No,Rec,1219,Unf,0,816,2035,2515,0,1,0,3,0,4,2,9,2,Attchd,2,484,WD,Alloca,200624
RL,Other,10200,Other,Other,6,1988,1989,Gd,Gd,Av,GLQ,783,Unf,0,678,1461,1509,0,1,0,2,0,3,1,5,1,Attchd,2,600,WD,Abnorml,175000
RM,60,6155,Other,2Story,6,1920,1999,TA,Fa,Mn,Unf,0,Unf,0,611,611,751,611,0,0,2,0,3,1,6,0,Detchd,2,502,WD,Normal,128000
RL,60,7200,NAmes,1Story,5,1955,2007,TA,None,None,None,0,None,0,0,0,827,0,0,0,1,0,2,1,5,1,Detchd,1,392,WD,Normal,107500
RL,Other,5000,Other,1Story,Other,1946,1950,Fa,None,None,None,0,None,0,0,0,334,0,0,0,1,0,1,1,2,0,None,0,0,WD,Normal,39300
RL,Other,9056,Other,2Story,Other,2004,2004,Gd,Ex,Av,Unf,0,Unf,0,707,707,707,707,0,0,2,1,3,1,6,1,Attchd,2,403,WD,Normal,178000
RL,70,7000,Edwards,2Story,5,1910,1991,TA,Gd,Gd,GLQ,969,Unf,0,148,1117,820,527,1,0,1,0,3,1,5,0,None,0,0,WD,Normal,107500
RL,Other,8924,CollgCr,2Story,7,1998,1999,TA,Gd,Av,Unf,0,Unf,0,880,880,880,844,0,0,2,1,3,1,8,0,Attchd,2,527,WD,Normal,188000
RL,73,12735,NAmes,1Story,Other,1972,1972,TA,TA,No,BLQ,600,Unf,0,264,864,864,0,0,0,1,0,3,1,5,0,Detchd,2,576,COD,Normal,111250
RL,Other,11553,Other,1Story,5,1968,1968,TA,TA,No,BLQ,673,Unf,0,378,1051,1159,0,0,0,1,1,3,1,7,1,Attchd,1,336,WD,Normal,158000
RL,70,11423,CollgCr,1Story,Other,2001,2002,Gd,Gd,Av,GLQ,1358,Unf,0,223,1581,1601,0,1,0,2,0,3,1,6,1,Attchd,2,670,WD,Normal,272000
RL,Other,14601,Other,1Story,Other,2006,2006,Ex,Ex,Av,GLQ,1260,Unf,0,578,1838,1838,0,1,0,2,0,2,1,8,1,Attchd,3,765,WD,Normal,315000
RL,Other,11000,Other,2Story,Other,2000,2000,Gd,Gd,No,Unf,0,Unf,0,969,969,997,1288,0,0,2,1,4,1,8,1,BuiltIn,3,648,WD,Normal,248000
RL,Other,10140,Other,1Story,7,1998,1999,Gd,Ex,No,LwQ,144,GLQ,1127,379,1650,1680,0,1,0,2,0,3,1,7,1,Attchd,2,583,WD,Normal,213250
RH,Other,4058,NAmes,Other,7,1998,1998,TA,Gd,Av,GLQ,584,LwQ,139,0,723,767,0,1,0,1,0,1,1,4,0,Attchd,1,367,WD,Normal,133000
RL,Other,17104,Other,2Story,7,2006,2006,Gd,Gd,Av,GLQ,554,Unf,0,100,654,664,832,1,0,2,1,3,1,7,1,Attchd,2,426,New,Partial,179665
RL,80,13837,Other,Other,7,1988,1988,Gd,Gd,No,GLQ,1002,LwQ,202,0,1204,1377,806,0,0,2,1,4,1,9,0,Attchd,3,786,WD,Normal,229000
RL,70,8737,Other,Other,6,1923,1950,TA,Gd,No,Rec,300,Unf,0,765,1065,915,720,0,0,1,1,3,1,6,1,Detchd,2,440,WD,Normal,210000
RL,Other,7244,Other,Other,5,1970,1970,TA,Gd,Av,ALQ,619,Unf,0,149,768,768,0,1,0,1,0,2,1,5,0,Detchd,2,624,WD,Normal,129500
RM,Other,8235,OldTown,1Story,5,1955,1995,TA,TA,No,LwQ,180,Rec,645,0,825,825,0,1,0,1,0,2,1,4,0,Detchd,2,720,WD,Normal,125000
FV,Other,9375,Other,2Story,7,2003,2004,Gd,Gd,No,Unf,0,Unf,0,912,912,912,1182,0,0,2,1,4,1,8,1,BuiltIn,2,615,WD,Normal,263000
RL,Other,4043,Other,1Story,6,1977,1977,TA,Gd,No,ALQ,559,Unf,0,510,1069,1069,0,0,0,2,0,2,1,4,0,Attchd,2,440,COD,Abnorml,140000
RM,Other,6000,OldTown,1Story,5,1957,1957,TA,TA,No,Rec,308,Unf,0,620,928,928,0,0,0,1,0,3,1,5,0,Attchd,1,288,WD,Normal,112500
RL,Other,11146,Other,1Story,Other,2006,2006,Gd,Ex,Av,Unf,0,Unf,0,1709,1709,1717,0,0,0,2,0,3,1,7,1,Attchd,3,908,WD,Normal,255500
RL,Other,8777,Edwards,1Story,Other,1949,2003,TA,None,None,None,0,None,0,0,0,1126,0,0,0,2,0,2,1,5,0,Detchd,2,520,WD,Normal,108000
RL,Other,10625,Other,2Story,7,2003,2004,Gd,Gd,No,GLQ,866,Unf,0,132,998,1006,1040,1,0,2,1,3,1,8,1,BuiltIn,3,871,WD,Normal,284000
RM,Other,6380,Other,Other,5,1922,1950,TA,TA,No,Unf,0,Unf,0,993,993,1048,0,0,0,1,0,2,1,5,1,Detchd,1,280,WD,Normal,113000
RL,Other,14850,NAmes,1Story,5,1957,1957,TA,TA,No,Rec,895,Unf,0,197,1092,1092,0,1,0,1,0,2,1,6,1,Attchd,1,299,WD,Normal,141000
C (all),60,11040,Other,Other,Other,1920,1950,TA,TA,No,Rec,637,Unf,0,0,637,897,439,0,0,1,1,3,1,7,0,CarPort,1,570,COD,Normal,108000
RL,Other,21872,Other,2Story,7,1996,1997,TA,Gd,Gd,GLQ,604,Unf,0,125,729,729,717,0,1,2,1,3,1,6,1,Attchd,2,406,WD,Normal,175000
RL,Other,3196,Other,1Story,7,2003,2004,Gd,Gd,Gd,Unf,0,Unf,0,1374,1374,1557,0,0,0,2,0,2,1,7,1,Attchd,2,420,WD,Normal,234000
RL,Other,11341,Other,1Story,5,1957,1996,TA,Gd,No,ALQ,1302,Unf,0,90,1392,1392,0,1,0,1,1,3,1,5,1,Detchd,2,528,WD,Normal,121500
RL,Other,10010,Other,1Story,5,1974,1975,TA,Gd,Av,ALQ,1071,LwQ,123,195,1389,1389,0,1,0,1,0,2,1,6,1,Attchd,2,418,WD,Normal,170000
RL,Other,13907,Edwards,1Story,5,1940,1969,TA,TA,No,BLQ,290,Unf,0,706,996,996,0,1,0,1,0,3,1,6,1,None,0,0,WD,Normal,108000
RL,Other,21780,Edwards,Other,6,1918,1950,TA,Gd,Mn,Unf,0,Unf,0,1163,1163,1163,511,0,0,2,0,4,1,8,1,Detchd,2,396,WD,Normal,185000
RL,Other,13346,Other,2Story,7,1992,2000,Gd,Gd,No,GLQ,728,Unf,0,367,1095,1166,1129,1,0,2,1,4,1,9,1,Attchd,2,590,WD,Normal,268000
RL,Other,6858,Other,2Story,6,1915,1950,TA,Gd,No,Unf,0,Unf,0,806,806,841,806,1,0,1,1,4,1,6,0,Detchd,1,216,WD,Normal,128000
RL,Other,11198,Other,2Story,Other,2005,2007,Gd,Gd,No,Unf,0,Unf,0,1122,1122,1134,1370,0,0,2,1,4,1,11,1,BuiltIn,3,656,WD,Normal,325000
RL,70,10171,Other,1Story,7,2004,2004,Gd,Gd,No,GLQ,2,Unf,0,1515,1517,1535,0,0,0,2,0,3,1,7,0,Attchd,2,532,WD,Normal,214000
RL,Other,12327,Other,Other,Other,1983,2009,Gd,Gd,Gd,GLQ,1441,Unf,0,55,1496,1496,636,1,0,1,1,1,1,5,1,BuiltIn,2,612,WD,Normal,316600
RL,73,7032,NAmes,Other,5,1979,1979,TA,Gd,Gd,GLQ,943,Unf,0,0,943,943,0,1,0,1,0,2,1,4,2,Detchd,2,600,WD,Normal,135960
RL,Other,13101,NAmes,1Story,5,1965,1965,TA,TA,No,LwQ,231,Unf,0,1497,1728,1728,0,0,0,2,0,6,2,10,0,Detchd,2,576,WD,Normal,142600
RL,60,7332,NAmes,1Story,6,1959,1959,TA,TA,No,BLQ,414,Unf,0,450,864,864,0,1,0,1,0,2,1,4,0,Attchd,1,288,WD,Abnorml,120000
RL,Other,13159,Other,2Story,7,2009,2009,TA,Ex,Av,Unf,0,Unf,0,846,846,846,846,0,0,2,1,3,1,6,0,Attchd,2,650,New,Partial,224500
RL,Other,9967,Other,Other,7,2000,2000,TA,Gd,No,Unf,0,Unf,0,384,384,774,656,0,0,2,1,3,1,8,1,BuiltIn,2,400,WD,Normal,170000
RL,70,10500,NAmes,Other,5,1971,2005,TA,TA,Av,ALQ,349,Unf,0,23,372,576,533,0,1,1,0,3,1,5,0,BuiltIn,1,288,WD,Normal,139000
RL,80,8480,NAmes,Other,5,1947,1950,TA,TA,No,Rec,442,Unf,0,390,832,832,384,0,0,1,0,2,1,6,0,Detchd,1,336,COD,Abnorml,118500
RL,Other,6292,Other,Other,7,1928,1950,TA,TA,No,Unf,0,Unf,0,861,861,877,600,0,1,2,0,3,1,6,1,Detchd,1,216,WD,Normal,145000
RL,Other,11777,Other,Other,5,1966,1966,TA,TA,Av,LwQ,328,ALQ,551,285,1164,1320,0,1,0,1,0,3,1,6,2,Attchd,2,564,WD,Abnorml,164500
FV,Other,3604,Other,2Story,7,2007,2007,Gd,Gd,No,Unf,0,Unf,0,689,689,703,689,0,0,2,0,2,1,5,0,Detchd,2,540,WD,Abnorml,146000
RM,Other,12150,OldTown,Other,5,1954,1954,TA,TA,No,Unf,0,Unf,0,1050,1050,1050,745,0,0,2,0,4,1,7,0,Attchd,1,352,WD,Normal,131500
RL,73,14585,NAmes,1Story,6,1960,1987,TA,TA,No,BLQ,594,Rec,219,331,1144,1429,0,0,1,1,0,3,1,7,2,Attchd,2,572,WD,Normal,181900
RL,Other,12704,Other,1Story,Other,2008,2009,Ex,Ex,No,Unf,0,Unf,0,2042,2042,2042,0,0,0,2,1,3,1,8,1,Attchd,3,1390,New,Partial,253293
RL,Other,11841,Edwards,Other,6,1990,1990,TA,Gd,Av,GLQ,816,Unf,0,0,816,816,0,1,0,1,0,3,1,5,0,None,0,0,WD,Normal,118500
RM,Other,13500,OldTown,Other,Other,1893,2000,Ex,TA,No,Unf,0,Unf,0,1237,1237,1521,1254,0,0,3,1,3,1,9,1,Detchd,2,880,WD,Normal,325000
RM,Other,6120,Other,Other,Other,1935,1995,TA,TA,No,Unf,0,Unf,0,884,884,989,584,0,0,1,0,3,1,6,0,Detchd,1,240,WD,Normal,133000
RL,Other,11443,Other,1Story,Other,2005,2006,Gd,Ex,Gd,GLQ,1460,Unf,0,408,1868,2028,0,1,0,2,0,2,1,7,2,Attchd,3,880,New,Partial,369900
RL,Other,10267,Other,1Story,6,1918,2000,TA,TA,Mn,Rec,210,ALQ,606,0,816,838,0,1,0,1,0,2,1,5,0,Detchd,1,275,WD,Normal,130000
RL,Other,8740,Other,Other,5,1982,1982,TA,TA,Av,ALQ,672,Unf,0,168,840,860,0,1,0,1,0,2,1,4,0,Detchd,2,528,WD,Normal,137000
RL,65,25095,Other,1Story,5,1968,2003,TA,TA,Gd,GLQ,1324,Unf,0,113,1437,1473,0,2,0,1,0,1,1,5,2,Attchd,1,452,WD,Partial,143000
RM,Other,9100,Other,1Story,5,1930,1960,TA,TA,No,Unf,0,Unf,0,742,742,779,0,0,0,1,0,2,1,4,0,Detchd,1,308,WD,Normal,79500
RL,Other,8320,CollgCr,2Story,7,2004,2004,Gd,Gd,No,GLQ,490,Unf,0,280,770,770,812,0,0,2,1,3,1,6,0,Attchd,2,520,WD,Normal,185900
RL,Other,13478,Other,2Story,Other,2008,2008,Ex,Ex,Gd,GLQ,1338,Unf,0,384,1722,1728,568,1,0,2,1,3,1,10,1,BuiltIn,3,842,ConLI,Normal,451950
RL,60,6600,Other,1Story,5,1982,2003,TA,TA,No,GLQ,816,Unf,0,0,816,816,0,1,0,1,0,2,1,4,0,Detchd,2,816,WD,Normal,138000
RM,70,4435,CollgCr,1Story,6,2003,2003,Gd,Gd,Av,GLQ,685,Unf,0,163,848,848,0,1,0,1,0,1,1,4,0,Attchd,2,420,WD,Normal,140000
RL,Other,7990,CollgCr,1Story,5,1975,1975,TA,Gd,No,Unf,0,Unf,0,924,924,924,0,0,0,1,0,3,1,5,0,Detchd,1,280,WD,Normal,110000
RL,Other,11302,Other,1Story,Other,2005,2006,Gd,Gd,Gd,GLQ,1422,Unf,0,392,1814,1826,0,1,0,2,0,3,1,7,1,Attchd,3,758,New,Partial,319000
RM,60,3600,OldTown,2Story,6,1910,1993,TA,TA,No,Unf,0,Unf,0,684,684,684,684,0,0,1,0,3,1,7,0,Detchd,1,216,WD,Normal,114504
RL,Other,3922,Other,1Story,7,2006,2007,Gd,Ex,Av,Unf,0,Unf,0,1258,1258,1402,0,0,2,0,2,2,1,7,1,Attchd,3,648,New,Partial,194201
RL,80,12984,Other,1Story,5,1977,1977,TA,Gd,Mn,ALQ,1283,LwQ,147,0,1430,1647,0,1,0,2,0,3,1,7,1,Attchd,2,621,WD,Normal,217500
RM,Other,1950,Other,2Story,6,1980,1980,TA,Gd,No,LwQ,81,GLQ,612,23,716,716,840,1,0,2,1,3,1,6,1,Attchd,2,452,COD,Normal,151000
RL,Other,10927,Other,2Story,Other,2005,2005,Gd,Gd,Av,GLQ,546,Unf,0,512,1058,1058,846,1,0,2,1,3,1,8,1,BuiltIn,2,736,WD,Normal,275000
RM,Other,9000,Other,Other,6,1937,1950,TA,TA,No,Unf,0,Unf,0,780,780,780,595,0,0,1,1,3,1,6,1,Detchd,1,544,WD,Normal,141000
RL,80,10041,Other,2Story,Other,1992,1992,Gd,Gd,Mn,GLQ,789,Unf,0,119,908,927,988,1,0,2,1,3,1,8,1,Attchd,2,506,WD,Abnorml,220000
FV,Other,3182,Other,2Story,7,2004,2005,Gd,Gd,No,Unf,0,Unf,0,600,600,600,600,0,0,2,1,2,1,4,0,Detchd,2,480,WD,Normal,151000
RL,Other,12803,CollgCr,1Story,7,2002,2002,Gd,Gd,Mn,GLQ,922,Unf,0,572,1494,1494,0,1,0,2,0,3,1,6,1,Attchd,2,530,WD,Normal,221000
RL,Other,13600,NAmes,2Story,7,1965,1990,TA,TA,No,BLQ,454,Unf,0,314,768,1186,800,0,0,2,1,3,1,7,3,Attchd,2,486,WD,Normal,205000
RL,Other,12464,CollgCr,1Story,5,1996,1996,TA,Gd,No,GLQ,732,Unf,0,308,1040,1040,0,1,0,1,0,3,1,6,0,Detchd,2,576,WD,Normal,152000
RL,Other,7800,Edwards,2Story,5,1948,2002,TA,TA,No,GLQ,603,Unf,0,293,896,1112,896,1,0,3,0,3,1,8,0,Attchd,1,230,WD,Normal,225000
RL,Other,12168,Other,2Story,Other,1934,1998,TA,Gd,Mn,BLQ,428,Unf,0,537,965,1940,1254,0,0,2,1,4,1,10,2,Basment,2,380,WD,Alloca,359100
RL,Other,7943,Other,1Story,Other,1961,1961,TA,TA,Mn,Rec,903,Unf,0,126,1029,1029,0,1,0,1,0,3,1,5,0,Attchd,1,261,WD,Normal,118500
RL,70,11050,CollgCr,2Story,Other,2000,2000,Gd,Ex,Mn,GLQ,904,Unf,0,536,1440,1476,677,1,0,2,1,3,1,8,2,Attchd,3,736,WD,Normal,313000
RL,80,10395,Other,Other,6,1978,1978,TA,Gd,Av,ALQ,605,Unf,0,427,1032,1032,0,0,1,2,0,3,1,6,1,Attchd,2,564,WD,Normal,148000
RL,70,11885,CollgCr,2Story,Other,2001,2001,Gd,Gd,Av,GLQ,990,Unf,0,309,1299,1299,573,1,0,2,1,3,1,7,1,BuiltIn,2,531,WD,Normal,261500
RL,70,8402,Other,1Story,5,2007,2007,TA,Gd,No,ALQ,206,Unf,0,914,1120,1120,0,0,0,1,0,3,1,6,0,None,0,0,New,Partial,147000
RM,Other,1491,Other,Other,Other,1972,1972,TA,Gd,Av,LwQ,150,GLQ,480,0,630,630,0,1,0,1,0,1,1,3,0,None,0,0,WD,Normal,75500
RL,80,8800,NAmes,Other,6,1963,1963,TA,TA,Gd,GLQ,763,Unf,0,173,936,1054,0,1,0,1,0,3,1,6,0,Attchd,2,480,WD,Abnorml,137500
RL,65,7861,Other,2Story,6,2002,2003,Gd,Gd,No,GLQ,457,Unf,0,326,783,807,702,1,0,2,1,3,1,7,1,Attchd,2,393,WD,Normal,183200
RL,Other,7227,NAmes,Other,6,1954,1954,TA,TA,No,Unf,0,Unf,0,832,832,832,0,0,0,1,0,2,1,4,0,Detchd,2,528,WD,Normal,105500
RL,Other,11694,Other,1Story,Other,2007,2007,Ex,Ex,Av,GLQ,48,Unf,0,1774,1822,1828,0,0,0,2,0,3,1,9,1,Attchd,3,774,New,Partial,314813
RL,Other,12244,Other,2Story,Other,2003,2003,Gd,Gd,Gd,GLQ,871,Unf,0,611,1482,1482,780,1,0,2,1,4,1,10,2,Attchd,3,749,WD,Normal,305000
RL,Other,8248,Edwards,1Story,Other,1914,1950,TA,TA,No,BLQ,41,Unf,0,823,864,864,0,1,0,1,0,2,1,5,0,None,0,0,WD,Normal,67000
RL,Other,10800,Other,2Story,6,1974,1997,TA,TA,No,ALQ,956,Rec,182,384,1522,1548,1066,0,0,2,1,4,1,9,1,Attchd,2,624,WD,Normal,240000
RL,Other,7064,Other,1Story,5,1977,1977,TA,TA,No,BLQ,560,Unf,0,420,980,980,0,0,0,1,0,3,1,6,0,Detchd,2,484,WD,Normal,135000
FV,73,2117,Other,2Story,6,2000,2000,Gd,Gd,No,GLQ,420,Unf,0,336,756,756,756,0,0,2,1,2,1,4,1,Detchd,2,440,WD,Normal,168500
RL,80,10400,Other,2Story,6,1972,1972,TA,TA,No,Rec,247,Unf,0,485,732,1012,778,1,0,1,2,4,1,8,1,Attchd,2,484,WD,Normal,165150
RL,Other,10000,NAmes,1Story,6,1962,1962,TA,TA,No,Unf,0,Unf,0,1116,1116,1116,0,0,0,1,1,3,1,5,0,Attchd,2,440,WD,Normal,160000
RL,73,12342,NAmes,1Story,5,1960,1978,TA,TA,No,Unf,0,Unf,0,978,978,1422,0,0,0,1,0,3,1,6,1,Attchd,1,286,WD,Normal,139900
RL,80,9600,NAmes,Other,6,1955,1972,TA,TA,Av,BLQ,674,LwQ,132,350,1156,1520,0,1,0,1,0,3,1,7,2,Basment,1,364,WD,Normal,153000
RL,70,11606,NAmes,2Story,5,1969,1969,TA,Gd,Av,Rec,650,Unf,0,390,1040,1040,1040,0,1,1,2,5,1,9,2,Attchd,2,504,WD,Family,135000
RL,Other,9020,NAmes,Other,6,1964,1964,TA,TA,Gd,GLQ,624,Rec,336,288,1248,1350,0,1,0,1,1,3,1,6,0,Attchd,2,520,WD,Normal,168500
RM,Other,9000,OldTown,2Story,5,1880,1991,TA,Fa,No,Unf,0,Unf,0,636,636,1089,661,0,0,1,0,3,1,8,0,Detchd,1,240,WD,Abnorml,124000
RL,Other,4590,Other,1Story,Other,2006,2006,Gd,Gd,Mn,GLQ,24,Unf,0,1530,1554,1554,0,0,0,2,0,2,1,6,1,Attchd,2,627,WD,Normal,209500
RL,Other,11900,Other,1Story,7,1977,1977,TA,TA,No,ALQ,822,Unf,0,564,1386,1411,0,0,0,2,0,3,1,6,1,Attchd,2,544,WD,Family,82500
RL,80,9250,NAmes,1Story,5,1954,2005,TA,TA,No,BLQ,480,LwQ,468,108,1056,1056,0,0,1,1,0,3,1,6,0,Attchd,1,260,WD,Normal,139400
RL,Other,6979,OldTown,Other,6,1980,1980,TA,TA,No,GLQ,1056,Unf,0,0,1056,1056,0,2,0,0,0,0,2,4,0,Detchd,2,576,WD,Normal,144000
RH,60,10896,Other,Other,6,1914,1995,Fa,TA,No,LwQ,256,Unf,0,1184,1440,1440,1440,0,0,2,0,8,2,14,0,None,0,0,WD,Abnorml,200000
RM,Other,6120,Other,1Story,Other,1936,1950,Fa,TA,No,Unf,0,Unf,0,264,264,800,0,0,0,1,0,1,1,4,1,None,0,0,ConLw,Normal,60000
RM,Other,6000,OldTown,Other,5,1954,1954,TA,TA,No,Unf,0,Unf,0,811,811,811,576,0,0,2,0,3,2,7,0,BuiltIn,1,256,WD,Normal,93000
RL,Other,8777,Edwards,1Story,5,1910,1950,TA,Fa,No,Unf,0,Unf,0,796,796,796,0,0,0,1,0,2,1,4,0,None,0,0,WD,Normal,85000
RL,Other,3982,Other,1Story,Other,2006,2006,Gd,Gd,Av,GLQ,1154,Unf,0,366,1520,1567,0,1,0,2,0,1,1,7,1,Attchd,3,648,New,Partial,264561
RL,Other,12677,Other,1Story,Other,2003,2004,Ex,Ex,Gd,GLQ,1218,Unf,0,300,1518,1518,0,0,0,1,1,1,1,6,1,Attchd,2,588,WD,Normal,274000
FV,73,7050,Other,2Story,7,2001,2001,Gd,Gd,No,GLQ,738,Unf,0,319,1057,1057,872,1,0,2,1,3,1,7,1,Attchd,2,650,WD,Normal,226000
RL,Other,13860,NAmes,Other,Other,1972,1995,Gd,Gd,Gd,GLQ,1410,Unf,0,542,1952,2000,704,1,0,2,1,4,1,9,3,Attchd,2,538,WD,Normal,345000
RL,80,10793,Other,2Story,5,1969,1969,TA,TA,No,Rec,493,BLQ,287,0,780,780,840,0,0,2,1,4,1,7,0,Attchd,2,462,WD,Normal,152000
FV,Other,9187,Other,1Story,Other,2009,2009,Ex,Ex,Mn,GLQ,1121,Unf,0,645,1766,1766,0,1,0,2,1,2,1,7,1,Attchd,3,478,New,Partial,370878
RL,73,10530,NAmes,1Story,6,1971,1971,TA,TA,No,ALQ,282,LwQ,35,664,981,981,0,1,0,1,1,3,1,5,0,Detchd,2,576,WD,Normal,143250
RL,60,7200,NAmes,1Story,5,1950,1950,TA,None,None,None,0,None,0,0,0,1048,0,0,0,1,0,3,1,7,0,Detchd,2,420,WD,Normal,98300
RL,Other,10452,Edwards,1Story,6,1953,1953,TA,TA,Mn,Rec,500,Unf,0,594,1094,1094,0,0,0,1,0,3,1,5,2,Attchd,2,495,WD,Normal,155000
RL,70,7700,NAmes,2Story,6,1966,1966,TA,TA,No,Unf,0,Unf,0,756,756,1051,788,0,0,1,1,4,1,7,1,Attchd,2,442,WD,Normal,155000
RM,Other,1936,Other,Other,Other,1970,1970,TA,Gd,Av,BLQ,131,GLQ,499,0,630,630,0,1,0,1,0,1,1,3,0,None,0,0,WD,Normal,84500
FV,65,8125,Other,2Story,7,2007,2007,Gd,Gd,No,Unf,0,Unf,0,813,813,822,843,0,0,2,1,3,1,7,0,Attchd,2,562,WD,Normal,205950
RL,60,9084,Edwards,2Story,Other,1940,1950,TA,TA,Mn,Unf,0,Unf,0,755,755,755,755,1,0,1,0,4,1,7,1,Detchd,1,296,WD,Normal,108000
RL,70,8750,CollgCr,2Story,7,1996,1996,Gd,Gd,No,Unf,0,Unf,0,880,880,909,807,0,0,2,1,2,1,7,1,Attchd,2,512,WD,Normal,191000
RM,60,10320,Other,Other,6,1906,1995,TA,TA,No,Unf,0,Unf,0,756,756,756,713,0,0,1,0,3,1,7,0,Detchd,1,216,WD,Normal,135000
RL,Other,10437,Other,1Story,Other,1995,1995,Gd,Gd,Gd,GLQ,1696,Unf,0,413,2109,2113,0,1,0,2,1,2,1,7,1,Attchd,3,839,WD,Normal,350000
RM,Other,1680,Other,2Story,6,1971,1971,TA,TA,No,Unf,0,Unf,0,525,525,525,567,0,0,1,1,3,1,6,0,Detchd,1,264,WD,Family,88000
RL,Other,10007,NAmes,1Story,5,1959,2006,Gd,TA,No,ALQ,806,Unf,0,247,1053,1053,0,1,0,1,1,3,1,5,0,Attchd,1,312,WD,Normal,145500
RL,60,7200,Other,2Story,7,1931,2000,TA,Gd,No,Unf,0,Unf,0,776,776,851,651,0,0,1,1,3,1,6,1,Attchd,1,270,WD,Normal,149000
RL,Other,17503,NAmes,Other,6,1948,1950,TA,TA,No,Unf,0,Unf,0,912,912,912,546,0,1,1,0,3,1,6,1,Attchd,1,330,WD,Abnorml,97500
RL,Other,9937,Edwards,1Story,5,1964,1999,TA,TA,No,BLQ,637,Unf,0,849,1486,1486,0,1,0,1,0,3,1,7,0,Detchd,2,480,WD,Normal,167000
RL,80,12384,Other,2Story,7,1976,1976,TA,Gd,No,Unf,0,Unf,0,793,793,1142,793,0,0,2,1,3,1,7,1,Attchd,2,550,WD,Normal,197900
RL,Other,46589,Other,2Story,Other,1994,2005,Gd,Gd,No,GLQ,1361,Rec,180,88,1629,1686,762,1,0,2,1,4,1,8,1,Attchd,3,711,WD,Normal,402000
RL,Other,13560,NAmes,1Story,6,1968,1968,TA,Fa,No,Unf,0,Unf,0,1392,1392,1392,0,1,0,1,0,2,1,5,2,Attchd,2,576,WD,Normal,110000
